cntry,country,year,pop,unempl,gdp,gov_debt,date,imports,exports,debt_share_country,debt_share_year
MLT,Malta,2023,0.55,3.1,19.38187,9.77,2023-01-01,28.54754,32.31203,0.504079327742885,0.66954766199418
NLD,Netherlands,2018,17.23,4.9,773987,405.9,2018-01-01,573832,655439,0.524427412863524,0.662541897465632
NLD,Netherlands,2019,17.34,4.4,813055,394.8,2019-01-01,591359,671077,0.485576006543223,0.642670099975686
NLD,Netherlands,2020,17.44,4.9,796.53,435.5,2020-01-01,543204,623408,0.546746513000138,0.763172951950267
NLD,Netherlands,2021,17.53,4.2,870587,449.7,2021-01-01,634231,732209,0.51654803023707,0.733612467515806
NLD,Netherlands,2022,17.7,3.5,958549,480.5,2022-01-01,795208,898661,0.501278494891758,0.685199845303866
NLD,Netherlands,2023,17.88,3.6,1034086,480.7,2023-01-01,763719,878.6,0.464854954036705,0.66954766199418
AUT,Austria,2018,8.84,5.2,385.2741,285.4,2018-01-01,202.1203,213.6816,0.740771310607175,0.662541897465632
AUT,Austria,2019,8.88,4.8,397.1472,280.5,2019-01-01,207.0397,221.4524,0.706287240599959,0.642670099975686
AUT,Austria,2020,8.92,6,380.8885,315.9,2020-01-01,183.2963,196.4811,0.829376576084602,0.763172951950267
AUT,Austria,2021,8.96,6.2,405.2414,334.3,2021-01-01,223017,226.74,0.824940393553077,0.733612467515806
AUT,Austria,2022,9.04,4.8,447.2176,350.7,2022-01-01,275.4962,277.6469,0.784182017881228,0.685199845303866
AUT,Austria,2023,9.12,5.1,477.2488,371.1,2023-01-01,270.3232,283.8542,0.777581839912431,0.66954766199418
POL,Poland,2018,37.97,3.9,499.0053,240.8,2018-01-01,253008,263.2155,0.482560004873696,0.662541897465632
POL,Poland,2019,37.97,3.3,532.5023,245.7,2019-01-01,263.5534,283.2664,0.461406457774924,0.642670099975686
POL,Poland,2020,37.9,3.2,526.1417,293.2,2020-01-01,249.0402,278.8074,0.557264326321217,0.763172951950267
POL,Poland,2021,37.75,3.4,576.4218,306.9,2021-01-01,313.4724,332.5916,0.532422611358557,0.733612467515806
POL,Poland,2022,37.42,2.9,656.2631,323.2,2022-01-01,401.0029,412.6529,0.492485407148444,0.685199845303866
POL,Poland,2023,37.29,2.8,750.8064,389.7,2023-01-01,388.3448,434.0731,0.519041926121035,0.66954766199418
PRT,Portugal,2018,10.28,7.2,205.1841,249.3,2018-01-01,88.1944,89.1437,1.21500642593651,0.662541897465632
PRT,Portugal,2019,10.29,6.7,214.3746,250,2019-01-01,92.3018,93271,1.16618293398565,0.642670099975686
PRT,Portugal,2020,10.3,7,200.5189,270.5,2020-01-01,78.5848,74.2858,1.34900001944954,0.763172951950267
PRT,Portugal,2021,10.33,6.7,216.0532,269.1,2021-01-01,95.5478,89.4497,1.2455265647535,0.733612467515806
PRT,Portugal,2022,10.33,6.2,242.3408,272.4,2022-01-01,126.0322,120.1985,1.12403689349874,0.685199845303866
PRT,Portugal,2023,10.35,6.5,265503,263.1,2023-01-01,123.7485,125.9584,0.99094925481068,0.66954766199418
ROM,Romania,2018,19.47,5.3,206.0713,70.7,2018-01-01,92.5856,85.6056,0.343085136066983,0.662541897465632
ROM,Romania,2019,19.37,4.9,224.1764,78,2019-01-01,99.3166,90.1193,0.347940282741627,0.642670099975686
ROM,Romania,2020,19.27,6.1,220.4877,102.4,2020-01-01,90.8025,81.3083,0.464424999671184,0.763172951950267
ROM,Romania,2021,19.12,5.6,241.6159,116.5,2021-01-01,111.7767,98.0743,0.482170254523812,0.733612467515806
ROM,Romania,2022,19.05,5.6,284.1762,134.5,2022-01-01,141.9578,122.9737,0.473297904609886,0.685199845303866
ROM,Romania,2023,19.05,5.6,324.5771,157.5,2023-01-01,142.5201,126997,0.48524680268571,0.66954766199418
SVN,Slovenia,2018,2.07,5.1,45.87635,32.25,2018-01-01,35.02647,38.89979,0.702976588154899,0.662541897465632
SVN,Slovenia,2019,2.09,4.4,48.58231,31.75,2019-01-01,36.44828,40.62195,0.653530060633181,0.642670099975686
SVN,Slovenia,2020,2.1,5,47.04492,37.42,2020-01-01,32.37893,36.58248,0.795410003885648,0.763172951950267
SVN,Slovenia,2021,2.11,4.8,52.27876,38.88,2021-01-01,40.63249,43.68565,0.743705474269091,0.733612467515806
SVN,Slovenia,2022,2.11,4,57.0377,41.34,2022-01-01,52.40668,53.69876,0.724783783357323,0.685199845303866
SVN,Slovenia,2023,2.12,3.7,63.08958,43.67,2023-01-01,48.78578,52.99466,0.69219037438512,0.66954766199418
SVK,Slovakia,2018,5.45,6.5,89.8747,44.41,2018-01-01,84.4536,86.1322,0.494132386533696,0.662541897465632
SVK,Slovakia,2019,5.45,5.7,94.4297,45.31,2019-01-01,86.4833,86.7891,0.479827850771526,0.642670099975686
SVK,Slovakia,2020,5.46,6.7,93.4497,54.99,2020-01-01,77.9634,79.4798,0.588444906725222,0.763172951950267
SVK,Slovakia,2021,5.45,6.8,100.2446,61.24,2021-01-01,92.3659,92.2858,0.610905724597634,0.733612467515806
SVK,Slovakia,2022,5.5,6.1,109762,63.38,2022-01-01,114.8667,108.9908,0.57743116925712,0.685199845303866
SVK,Slovakia,2023,5.54,5.8,122.8128,68.83,2023-01-01,110.6503,112.2888,0.560446468120587,0.66954766199418
FIN,Finland,2018,5.52,7.5,233462,151.4,2018-01-01,92739,89.81,0.648499541681302,0.662541897465632
FIN,Finland,2019,5.52,6.8,239858,155.6,2019-01-01,95283,95657,0.648717157651611,0.642670099975686
FIN,Finland,2020,5.53,7.7,238038,177.9,2020-01-01,85006,85188,0.747359665263529,0.763172951950267
FIN,Finland,2021,5.54,7.7,250664,181.9,2021-01-01,98872,98956,0.725672613538442,0.733612467515806
FIN,Finland,2022,5.56,6.8,267687,196.8,2022-01-01,127979,121574,0.735186990776541,0.685199845303866
FIN,Finland,2023,5.59,7.2,277625,210.5,2023-01-01,114.89,113728,0.758217019360648,0.66954766199418
SWE,Sweden,2018,10.18,6.5,470675,186.3,2018-01-01,204.4995,215.0188,0.395814521697562,0.662541897465632
SWE,Sweden,2019,10.28,7,476.8704,172,2019-01-01,208.0329,227988,0.360684999530271,0.642670099975686
SWE,Sweden,2020,10.35,8.5,480.5586,201.7,2020-01-01,189.1656,210712,0.419719884317958,0.763172951950267
SWE,Sweden,2021,10.42,8.9,540.7548,196.4,2021-01-01,225.7627,251434,0.36319603635511,0.733612467515806
SWE,Sweden,2022,10.49,7.5,561.9226,178,2022-01-01,281.6775,297.0411,0.316769604924237,0.685199845303866
SWE,Sweden,2023,10.54,7.7,548.3752,177.2,2023-01-01,271.9099,296.0249,0.323136421924259,0.66954766199418
GBR,United Kingdom,2018,66.44,4.2,2432791,2077.5,2018-01-01,801.91,768278,0.853957450516711,0.662541897465632
GBR,United Kingdom,2019,66.8,3.9,2544994,2249.1,2019-01-01,840621,805103,0.883734892891692,0.642670099975686
GBR,United Kingdom,2020,67.08,4.7,2365155,2477.5,2020-01-01,687848,702262,1.04750005813572,0.763172951950267
GBR,United Kingdom,2021,67.03,4.6,2657423,2861.2,2021-01-01,790619,786526,1.07668218420628,0.733612467515806
GBR,United Kingdom,2022,67.3,3.9,2939171,2836.2,2022-01-01,1060958,982578,0.964965971697462,0.685199845303866
GBR,United Kingdom,2023,67.85,4,3089478,3130.8,2023-01-01,1032341,993967,1.01337507501267,0.66954766199418
BEL,Belgium,2004,10.42,8.4,298711,288.3,2004-01-01,196157,210203,0.965146914576296,0.477413718045861
BGR,Bulgaria,2004,7.72,12.1,20.93249,7.53,2004-01-01,10.99135,8.63927,0.359727868017613,0.477413718045861
CZE,Czech Republic,2004,10.2,8.3,95.8782,28.56,2004-01-01,54.2827,55063,0.297877932627021,0.477413718045861
DNK,Denmark,2004,5.4,5.5,202.4232,89.4,2004-01-01,77.5615,88.9967,0.441648980946848,0.477413718045861
DEU,Germany,2004,82.52,10.4,2270.62,1470.6,2004-01-01,690443,804899,0.64766451453788,0.477413718045861
EST,Estonia,2004,1.36,10.1,9.70766,491,2004-01-01,6.73658,5.97198,0.0505786152378637,0.477413718045861
IRL,Ireland,2004,4.07,4.5,156144,44.1,2004-01-01,103.3057,125.7527,0.282431601598524,0.477413718045861
GRC,Greece,2004,10.96,10.6,193.7158,199.3,2004-01-01,56.54628,40.11489,1.02882676580847,0.477413718045861
ESP,Spain,2004,42.92,11,861.42,389.9,2004-01-01,250101,216896,0.452624735901186,0.477413718045861
FRA,France,2004,62.53,8.9,1710.76,1123.5,2004-01-01,432613,443241,0.656725665785966,0.477413718045861
HRV,Croatia,2004,4.31,13.8,33.46466,13.22,2004-01-01,15.21656,13.20327,0.395043607196368,0.477413718045861
ITA,Italy,2004,57.69,8,1448363,1449.7,2004-01-01,340.0863,348.5181,1.00092311112615,0.477413718045861
CYP,Cyprus,2004,0.73,4.6,13.93787,8.96,2004-01-01,7.94658,7.92929,0.642852889286527,0.477413718045861
LVA,Latvia,2004,2.26,11.7,11.67279,1.59,2004-01-01,6.37708,4.56188,0.136214221278717,0.477413718045861
LTU,Lithuania,2004,3.38,10.9,18.2374,3.4,2004-01-01,9.91821,8.63481,0.186430083235549,0.477413718045861
LUX,Luxembourg,2004,0.46,5,27.93553,2.03,2004-01-01,35.8057,42.7513,0.0726673164962326,0.477413718045861
HUN,Hungary,2004,10.11,6.1,83.5411,49.99,2004-01-01,53.1952,49.9147,0.598388098792092,0.477413718045861
MLT,Malta,2004,0.4,7.2,4.86717,3452,2004-01-01,5.10055,5.03578,0.709241715411625,0.477413718045861
NLD,Netherlands,2004,16.28,5.7,523939,261.3,2004-01-01,291375,332889,0.498722179490361,0.477413718045861
AUT,Austria,2004,8.17,5.5,241505,157.2,2004-01-01,106.3058,113.3052,0.650918200451336,0.477413718045861
POL,Poland,2004,38.18,19.1,206.1215,102.9,2004-01-01,76.1585,70.6272,0.49922012017184,0.477413718045861
PRT,Portugal,2004,10.48,7.8,152.3716,94.5,2004-01-01,54105,41.52794,0.620194314426048,0.477413718045861
ROM,Romania,2004,21.45,8,61.4045,11.77,2004-01-01,27.37233,21.88278,0.191679762883828,0.477413718045861
SVN,Slovenia,2004,2,6.3,27.73666,7.43,2004-01-01,15.64649,15.2458,0.267876521542248,0.477413718045861
SVK,Slovakia,2004,5.37,18.4,34.70228,14.57,2004-01-01,24.79455,23.84479,0.419857139069825,0.477413718045861
FIN,Finland,2004,5.23,8.8,158477,67.7,2004-01-01,51.35,61155,0.427191327448147,0.477413718045861
SWE,Sweden,2004,8.99,7.4,307.4318,151.6,2004-01-01,110.2048,133.5697,0.493117497929622,0.477413718045861
GBR,United Kingdom,2004,59.99,4.7,1922725,718.7,2004-01-01,503.5167,451.3594,0.373792404009934,0.477413718045861
BEL,Belgium,2005,10.48,8.5,311481,294.7,2005-01-01,217585,229005,0.946125124806971,0.469037033963585
BGR,Bulgaria,2005,7.66,10.1,23.8527,6.39,2005-01-01,13.74716,10.22409,0.267894200656529,0.469037033963585
CZE,Czech Republic,2005,10.21,7.9,109394,31.47,2005-01-01,65.5938,68.1686,0.287675740899867,0.469037033963585
DNK,Denmark,2005,5.42,4.8,212831,79.5,2005-01-01,89.2776,100.9928,0.373535810102852,0.469037033963585
DEU,Germany,2005,82.47,11.2,2300.86,1541.4,2005-01-01,751938,868355,0.669923419938632,0.469037033963585
EST,Estonia,2005,1.35,8,11.2623,512,2005-01-01,7.99744,7.42252,0.0454614066398515,0.469037033963585
IRL,Ireland,2005,4.16,4.4,170.2158,44.4,2005-01-01,116.9105,135.4413,0.260845350431629,0.469037033963585
GRC,Greece,2005,10.99,10,199.2423,214,2005-01-01,58.95308,42.46298,1.07406911082637,0.469037033963585
ESP,Spain,2005,43.65,9.2,930566,393.5,2005-01-01,276074,229.55,0.422860925501254,0.469037033963585
FRA,France,2005,63,8.9,1771978,1189.8,2005-01-01,474592,467.25,0.671453031583914,0.469037033963585
HRV,Croatia,2005,4.31,13,36.50839,15.12,2005-01-01,16.58658,14.3462,0.414151377258762,0.469037033963585
ITA,Italy,2005,57.97,7.7,1489725,1518.6,2005-01-01,368.8881,367.2421,1.01938277198812,0.469037033963585
CYP,Cyprus,2005,0.74,5.3,15.03924,9.5,2005-01-01,8.45584,8.3757,0.631680856213479,0.469037033963585
LVA,Latvia,2005,2.24,10,13.72643,1.61,2005-01-01,7.91439,5.92644,0.117291968851333,0.469037033963585
LTU,Lithuania,2005,3.32,8.3,21.00235,3.7,2005-01-01,12.82712,11.30814,0.176170761843318,0.469037033963585
LUX,Luxembourg,2005,0.47,4.6,30.03104,2.22,2005-01-01,40.8712,48.5531,0.0739235138043837,0.469037033963585
HUN,Hungary,2005,10.09,7.2,90.5882,53.72,2005-01-01,58.9377,56887,0.593013218057098,0.469037033963585
MLT,Malta,2005,0.4,6.9,5.14214,3.61,2005-01-01,5.49264,5.36691,0.702042340348571,0.469037033963585
NLD,Netherlands,2005,16.32,5.9,545609,268.9,2005-01-01,316111,363466,0.492843776403982,0.469037033963585
AUT,Austria,2005,8.23,5.6,253.0093,173.6,2005-01-01,115.1982,123.0404,0.686140786129205,0.469037033963585
POL,Poland,2005,38.17,17.9,246.1998,119.2,2005-01-01,87.8078,85209,0.484159613452164,0.469037033963585
PRT,Portugal,2005,10.5,8.8,158.6526,106.9,2005-01-01,56.85719,42.41458,0.673799231780633,0.469037033963585
ROM,Romania,2005,21.32,7.1,80.2256,12.4,2005-01-01,34.51236,26.40108,0.154564129155781,0.469037033963585
SVN,Slovenia,2005,2,6.5,29.23537,7.69,2005-01-01,17.60482,17.41842,0.263037546642988,0.469037033963585
SVK,Slovakia,2005,5.37,16.4,39.3483,13.68,2005-01-01,30.15409,28.34873,0.347664320949063,0.469037033963585
FIN,Finland,2005,5.25,8.4,164387,65.8,2005-01-01,59791,66175,0.400274960915401,0.469037033963585
SWE,Sweden,2005,9.03,7.7,313.2182,151.4,2005-01-01,121.2177,143.6834,0.48336910179549,0.469037033963585
GBR,United Kingdom,2005,60.4,4.8,2017351,806.3,2005-01-01,552.5622,499.1808,0.399682554002749,0.469037033963585
BEL,Belgium,2006,10.55,8.3,326662,297.4,2006-01-01,235.14,247.32,0.91042116928201,0.452388553495063
BGR,Bulgaria,2006,7.6,9,27.21088,5.72,2006-01-01,17.56144,12.87661,0.210210033633605,0.452388553495063
CZE,Czech Republic,2006,10.24,7.1,123.7448,35.61,2006-01-01,77.3988,80795,0.287769667897156,0.452388553495063
DNK,Denmark,2006,5.44,3.9,225.5314,71.2,2006-01-01,105.1803,114.4121,0.315698833953942,0.452388553495063
DEU,Germany,2006,82.38,10.1,2393.25,1591.3,2006-01-01,858981,985788,0.664911730909851,0.452388553495063
EST,Estonia,2006,1.35,5.9,13.52171,596,2006-01-01,9.95642,8.58473,0.0440772653754592,0.452388553495063
IRL,Ireland,2006,4.27,4.5,185.0607,43.7,2006-01-01,131.2652,146.1492,0.236138737181908,0.452388553495063
GRC,Greece,2006,11.02,9,217.8616,225.6,2006-01-01,69.01033,46.13003,1.03551979789004,0.452388553495063
ESP,Spain,2006,44.4,8.5,1007974,392.1,2006-01-01,310328,250703,0.388998128919992,0.452388553495063
FRA,France,2006,63.44,8.8,1853267,1193.3,2006-01-01,519126,503641,0.643889952176346,0.452388553495063
HRV,Croatia,2006,4.31,11.6,40.19795,15.57,2006-01-01,18.65282,15.94381,0.38733318490122,0.452388553495063
ITA,Italy,2006,58.14,6.8,1548473,1588.1,2006-01-01,419.0836,406.1331,1.02559101773166,0.452388553495063
CYP,Cyprus,2006,0.75,4.6,16.26375,9.5,2006-01-01,9.16803,8.69071,0.584121128276074,0.452388553495063
LVA,Latvia,2006,2.22,7,17.26313,1.71,2006-01-01,10.46927,6.90064,0.0990550381072262,0.452388553495063
LTU,Lithuania,2006,3.27,5.8,24.07918,4.15,2006-01-01,15.86431,13.3929,0.172348061686486,0.452388553495063
LUX,Luxembourg,2006,0.47,4.6,33.80845,2.63,2006-01-01,48803,59.5863,0.0777912030868023,0.452388553495063
HUN,Hungary,2006,10.07,7.5,91.3976,62.01,2006-01-01,68.9079,67909,0.678464204749359,0.452388553495063
MLT,Malta,2006,0.41,6.8,5.38614,3.48,2006-01-01,6.83116,6.64937,0.646102774900021,0.452388553495063
NLD,Netherlands,2006,16.35,5,579212,259.7,2006-01-01,350695,401272,0.448367782435447,0.452388553495063
AUT,Austria,2006,8.27,5.3,266478,179.4,2006-01-01,126.3069,135.4551,0.673226307612636,0.452388553495063
POL,Poland,2006,38.14,13.9,274.6057,131.1,2006-01-01,109.6429,103.9767,0.477411794438353,0.452388553495063
PRT,Portugal,2006,10.52,8.9,166.2487,115,2006-01-01,63.43381,49.73674,0.691734732361817,0.452388553495063
ROM,Romania,2006,21.19,7.2,98.4175,12.59,2006-01-01,43.29624,31.55285,0.127924403688368,0.452388553495063
SVN,Slovenia,2006,2.01,6,31.56116,8.2,2006-01-01,20.43371,20.41862,0.259813010675146,0.452388553495063
SVK,Slovakia,2006,5.37,13.5,45.53016,15.25,2006-01-01,38.70267,36.89156,0.334942815926849,0.452388553495063
FIN,Finland,2006,5.27,7.7,172614,65.9,2006-01-01,67.34,74519,0.381776680918118,0.452388553495063
SWE,Sweden,2006,9.08,7.1,334877,149.7,2006-01-01,135.9583,161.3772,0.447029804973169,0.452388553495063
GBR,United Kingdom,2006,60.85,5.4,2135219,888.7,2006-01-01,624.7426,571.77,0.416210234172701,0.452388553495063
BEL,Belgium,2007,10.63,7.5,344713,300,2007-01-01,253959,267121,0.870289197100196,0.429697149766032
BGR,Bulgaria,2007,7.55,6.9,32.44911,5.3,2007-01-01,23.10757,16.99691,0.163332676920877,0.429697149766032
CZE,Czech Republic,2007,10.3,5.3,138.0062,40.01,2007-01-01,88.4654,91847,0.289914511087183,0.429697149766032
DNK,Denmark,2007,5.46,3.8,233.3818,63.8,2007-01-01,113.3892,120.1509,0.27337178820285,0.429697149766032
DEU,Germany,2007,82.27,8.5,2513.23,1599.9,2007-01-01,913826,1080938,0.636591159583484,0.429697149766032
EST,Estonia,2007,1.34,4.6,16.2464,595,2007-01-01,11.70878,10.26702,0.0366234981288162,0.429697149766032
IRL,Ireland,2007,4.4,4.7,197.2934,47.1,2007-01-01,142.9937,159.3046,0.238730743147008,0.429697149766032
GRC,Greece,2007,11.05,8.4,232.6946,239.9,2007-01-01,81.45266,52.40345,1.03096505032777,0.429697149766032
ESP,Spain,2007,45.23,8.2,1080807,384.7,2007-01-01,342602,277851,0.355937739115309,0.429697149766032
FRA,France,2007,63.83,8,1945.67,1252,2007-01-01,552946,527829,0.643480137947339,0.429697149766032
HRV,Croatia,2007,4.31,9.9,43926,16.59,2007-01-01,20.32366,17.13136,0.377680644720667,0.429697149766032
ITA,Italy,2007,58.44,6.1,1609551,1606.2,2007-01-01,447237,441.4547,0.997918052922834,0.429697149766032
CYP,Cyprus,2007,0.77,3.9,17.59105,9.37,2007-01-01,10.20563,9.36879,0.532657231944654,0.429697149766032
LVA,Latvia,2007,2.2,6.1,22.68054,1.92,2007-01-01,13.03497,8.72089,0.0846540690830112,0.429697149766032
LTU,Lithuania,2007,3.23,4.3,29.04066,4.61,2007-01-01,18.43592,14.62439,0.158742948679541,0.429697149766032
LUX,Luxembourg,2007,0.48,4.2,37.17887,2.87,2007-01-01,55.6259,67.9957,0.0771943848750648,0.429697149766032
HUN,Hungary,2007,10.06,7.4,101.6916,66.04,2007-01-01,78.9313,79.6341,0.649414504246172,0.429697149766032
MLT,Malta,2007,0.41,6.5,5.75748,3592,2007-01-01,7.42563,7.45809,0.623884060387531,0.429697149766032
NLD,Netherlands,2007,16.38,4.2,613.28,262.1,2007-01-01,376.85,430974,0.427374119488651,0.429697149766032
AUT,Austria,2007,8.3,4.9,282.3469,183.8,2007-01-01,136.4687,148.1902,0.650972261427343,0.429697149766032
POL,Poland,2007,38.12,9.6,313.8738,145.9,2007-01-01,132.1328,121.0442,0.464836504353023,0.429697149766032
PRT,Portugal,2007,10.54,9.1,175.4677,120.1,2007-01-01,67.8136,54.40507,0.684456455518594,0.429697149766032
ROM,Romania,2007,20.88,6.4,125.4034,14.76,2007-01-01,54.48402,36.5489,0.117700158049941,0.429697149766032
SVN,Slovenia,2007,2.01,4.9,35.15259,8.03,2007-01-01,24.21834,23.76212,0.228432670252747,0.429697149766032
SVK,Slovakia,2007,5.37,11.2,56.24163,17.03,2007-01-01,47.46518,46.83565,0.302800612286664,0.429697149766032
FIN,Finland,2007,5.29,6.9,186584,63.4,2007-01-01,73102,82091,0.339793337049265,0.429697149766032
SWE,Sweden,2007,9.15,6.1,356434,136,2007-01-01,147.1421,172.0082,0.38155731495873,0.429697149766032
GBR,United Kingdom,2007,61.32,5.3,2237042,877.4,2007-01-01,614.5877,556.2217,0.392214361643635,0.429697149766032
BEL,Belgium,2008,10.71,7,354066,327.6,2008-01-01,280463,282176,0.925251224348003,0.451517093614297
BGR,Bulgaria,2008,7.49,5.6,37.20006,4.85,2008-01-01,26.89623,19.54619,0.130376133801935,0.451517093614297
CZE,Czech Republic,2008,10.38,4.4,160.9595,42.82,2008-01-01,98.5005,101.9911,0.266029653422134,0.451517093614297
DNK,Denmark,2008,5.49,3.4,241.6137,80.5,2008-01-01,122.3831,130.8962,0.333176471367311,0.451517093614297
DEU,Germany,2008,82.11,7.4,2561.74,1668.9,2008-01-01,960269,1113329,0.651471265624146,0.451517093614297
EST,Estonia,2008,1.34,5.5,16.51727,741,2008-01-01,11.68187,11.03316,0.0448621352075737,0.451517093614297
IRL,Ireland,2008,4.49,6.4,187.6872,79.6,2008-01-01,141.7849,157.9404,0.424109902007169,0.451517093614297
